CharacterID	Text	Context	Day	LineID	LineStatus	VoiceStatus	ExtraData
CHOICE	Jessica scavenge day 4						
Player	I think Jessica should go		4	p_4_jessica	Placeholder		
CHOICE	Bob scavenge day 4						
Player	I think Bob should go		4	p_4_bob	Placeholder		
END							
							
CONVERSATION	Jessica scavenge day 4		4				
IF	Bob						
Bob	you sure?		4	b_4_sure	Placeholder		
ENDIF							
Jessica	"I can't do much in this state, I will die!"		4	j_4_die	Placeholder		
CHOICE	Scavenge day 4						
Player	Actually let me think more about this		4	p_4_rethink	Placeholder		
CHOICE	Jessica scavenge day 4 confirm						
Player	I'm sure		4	p_4_sure	Placeholder		
END							
							
CONVERSATION	Jessica scavenge day 4 confirm		4				
IF	Bob						
Bob	At least give her something to defend herself		4	b_4_defend_jessica	Placeholder		
ENDIF							
Jessica	I'm scared		4	j_4_scared	Placeholder		
CHOICE	Jessica scavenge 				Placeholder		
Player	I will give her the shotgun		4	p_4_shotgun_jessica	Placeholder		
CHOICE	Jessica scavenge 						
Player	The gun is more important here		4	p_4_noshotgun_jessica	Placeholder		
END							
							
CONVERSATION	Jessica scavenge 		4				
Jessica	I'm probably going to die		4	j_4_prob_die	Placeholder		
IF 	Bob						
Bob	shameful		4	b_4_shamefull	Placeholder		
ENDIF							
END							
							
CONVERSATION	Bob scavenge day 4						
Bob	"Okay, do you have anything I can bring to defend myself if something happens?"		4	b_4_gun	Placeholder		
CHOICE	Bob scavenge gun day 4						
Player	"I have a gun, you should bring it with you to defend yourself"		4	p_4_bob_gun	Placeholder		
CHOICE	Bob scavenge no gun day 4						
Player	"I have a gun, but I think its better for it to be here so we can defend ourselves"		4	p_4_no_gun	Placeholder		
END							
							
CONVERSATION	Bob scavenge gun day 4		4				
Bob	"Thanks, I will be back before sunset."		4	b_4_thank	Placeholder		
END							
							
CONVERSATION	Bob scavenge no gun day 4		4				
Bob	"Okay, I will try to see what I can do without it"		4	b_4_no_gun	Placeholder		
END							
							
CONVERSATION	Jessica after scavenging		4				
Player	"It already past 2 hours the time we scheduled for her to come back, she probably died"		4	j_2_jessica_died	Placeholder		
IF	BOB						
Bob	"She didn't return, I told you that she wouldn't survive out there"		4	b_4_jessica_died	Placeholder		
ENDIF							
END							
							
CONVERSATION	Bob after scavenging day 4 gun		4				
Bob	"Its getting a bit less cold, I heard some gunshots in the distance, I had to hide the gun so I wouln't be mistaken as one of the revolutionaries and be shot on sight"		4	b_4_scavenge_gun	Placeholder		
END							
							
CONVERSATION	Bob after scavenging day 4 no gun		4				
Bob	"There were some gunshots in the distance, I had to make another route today so I didn't walk into a fucking no mans land"		4	b_4_scavenge_bo_gun	Placeholder		
END							
							
CONVERSATION	Day 4 Jessica shell shocked		4				
Jessica	Good morning everyone!		4	j_4_morning	Placeholder		
Player	Are you okay? I cleaned all the blood		4	p_4_check	Placeholder		
Jessica	"Of course I'm okay, did you get hurt? Blood from who?"		4	j_4_blood	Placeholder		
Player	"Bob, the bear and everything, don't you remember?"		4	p_4_bob_blood	Placeholder		
Jessica	I don't think I met anyone named bob		4	j_4_no_bob	Placeholder		
Player	"Oh no she's shell shocked, she's traumatized and her brain is blocking the memory"		4	p_4_jessica_shocked	Placeholder		
END							
							
CONVERSATION	Scavenge Jessica only		4				
Player	We need to scavenge today		4	p_4_scavenge_jessica			
Jessica	Don't we have enough food?		4	j_4_enough	Placeholder		
CHOICE	Goes to night						
Player	Yeah you're right		4	p_4_enough	Placeholder		
CHOICE	Jessica only scavenge day 4 						
Player	We need to get as much as possible		4	p_4_possible			
END					Placeholder		
							
CONVERSATION	Jessica only scavenge day 4 		4				
Jessica	"I can't do much in this state, I will die!"		4	j_4_crying	Placeholder		
CHOICE	Jessica scavenge 				Placeholder		
Player	Take the the shotgun		4	p_4_jessica_gun	Placeholder		
CHOICE	Jessica scavenge 						
Player	The gun is more important here		4	p_4_jessica_no_gun	Placeholder		
END							
							
CONVERSATION	Knock on the door day 4		4				
IF	Jessica && Bob						
Jessica	Oh there's another person at the door!		4	j_4_door	Placeholder		
Bob	"Or thing, creature, I don't know"		4	b_4_door	Placeholder		
CHOICE	Jessica asking to look at peephole						
Player	Ignore door		4	p_4_ignore	Placeholder		
CHOICE	Look at the peephole						
Player	Look at the peephole		4	p_4_look	Placeholder		
END							
							
CONVERSATION	Jessica asking to look at peephole		4				
Jessica	We should at least look trough the peephole and ask some questions		4	j_4_peephole	Placeholder		
END							
							
CONVERSATION	Comments on door						
IF	Bob						
Bob	"That's weird, is it human? Or is it a fucking animal again?"		4	b_4_animal	Placeholder		
ENDIF							
IF	Jessica						
Jessica	What if its person with difficulty or too much pain to talk?		4	j_4_pain	Placeholder		
ENDIF							
END							
							
							
CONVERSATION	Look at the peephole		4				
Player	It's a big image. Very bulky. Different from the bear I can see the shape of a human. They are not speaking anything tho.		4	p_4_peephole	Placeholder		
IF	Bob						
Bob	Isn't that a raider trying to play tricks on us?		4	b_4_raider	Placeholder		
ENDIF							
END							
							
CONVERSATION	DAY 4 who		4				
Violet	*incomprehensible sounds* * knocks on door again*		4	v_4_who	Placeholder		
END							
							
CONVERSATION	DAY 4 why		4				
Violet	*incomprehensible sounds* * knocks on door again*		4	v_4_why	Placeholder		
END							
							
CONVERSATION	DAY 4 where		4				
Violet	*incomprehensible sounds*		4	v_4_where	Placeholder		
END							
							
CONVERSATION	DAY 4 how		4				
Violet	*incomprehensible sounds*		4	v_4_how	Placeholder		
END							
							
CONVERSATION	Making decision day 4		4				
CHOICE	Letting Violet out						
Player	"Sorry I can't let you in, I don't have enough resources (lie)"		4	p_4_out	Placeholder		
CHOICE	Letting Violet in						
Player	"Okay, take three step back, I'm going to open the door."		4	p_4_in	Placeholder		
END							
							
CONVERSATION	Letting Violet out		4				
IF	Bob						
Bob	"I think you did the right choice, how can we confirm that it is trully a human?"		4	b_4_right_choice	Placeholder		
ENDIF							
IF 	Jessica						
Jessica	"You never know, It can be someone with some kind of disability, like a mute person. "		4	j_4_disability	Placeholder		
Jessica	You sure you're going to let them out? Please give another chance!		4	j_4_chance			
ENDIF							
CHOICE	Making decision day 4						
Player	Let me think about it more		4	p_4_think	Placeholder		
CHOICE	Jessica pissed						
Player	"I'm sure, we're not letting anyone inside"		4	p_4_sure	Placeholder		
END							
							
CONVERSATION	Jessica pissed		4				
Jessica	You monster!		4	j_4_monster	Placeholder		
IF	BOB						
Bob	"calm down, this is for our best, what if it was someone who wants our harm?"		4	b_4_calm	Placeholder		
ENDIF							
END							
							
CONVERSATION	Letting Violet in						
IF	BOB						
Bob	Shit		4	b_4_shit	Placeholder		
Bob	*stares*		4	b_4_stare	Placeholder		
ENDIF							
Violet	Stards gesturing		4	v_4_gestures	Placeholder		
IF	Jessica && BOB						
Jessica	Oh you're mute?		4	j_4_mute	Placeholder		
Bob	Go figure		4	b_4_figure			
ENDIF							
IF	Jessica						
Jessica	Oh you're mute?		4	j_4_mute	Placeholder		
ENDIF							
Violet 	*Thank you gestures*		4	v_4_thank	Placeholder		
END							
							
CONVERSATION	Violet in						
IF	BOB && !Jessica						
Bob	I'm going to grab a piece of paper so I can understand what you're talking		4	b_4_paper	Placeholder		
ENDIF							
IF	Jessica						
Jessica	"I have an idea, let me get some paper so we can talk to her"		4	j_4_paper	Placeholder		
ENDIF							
Player	"Good idea. There's no room for you to sleep in, you will need to sleep on the living room."		4	p_4_sleep	Placeholder		
END							
							
//	DAY 5						
CONVERSATION	Check radio day 4		5				
Radio	"Nothing new in the front of the war. The republic palace was raided yesterday, the building has been completely ran over"	Player checks radio in day 3	5	r5	Placeholder		
END							
							
CONVERSATION	Check outside day 4		5				
Player	"Visibility has increased, we can scavenge further now"	Player goes outside to check situation	5	p5_outside	Placeholder		
END							
							
CONVERSATION	Check TV day 4		5				
TV	"Yesterday the broadcast was hacked, the government now will shoot any revolutionary in sight without questions asked. Join the military, make Brasnia great again. Make Brasnia safe again."	Player checks television in day 3	5	tv5	Placeholder		
END							
							
CONVERSATION	Check supplies day 4		5				
Player	We are certainly going to make a bigger expedition today to search for supplies	Player checks food supplies	5	p5_supply	Placeholder		
END							
							
CONVERSATION	Jessica commements on the radio		5				
Jessica	I hope they are alright		5	j_5_alright	Placeholder		
Player	Oh you already woke up. But why do you care about it? It doesn't affect us in any way		5	p_5_woke_up	Placeholder		
Jessica	My dad used to work there		5	j_5_dad	Placeholder		
Player	"Oh, what was his job"		5	j_5_job	Placeholder		
Jessica	He was one of Judiciaries		5	j_5_judiciaries	Placeholder		
Player	"Wait, whats your full name?"		5	p_5_name	Placeholder		
Radio	*loud music		5	r_5_loud	Placeholder		
Jessica	I will turn that off		5	j_5_off	Placeholder		
END							
							
CONVERSATION	Bob comments on the radio		5				
Bob	Honestly they deserve it		5	b_5_deserve	Placeholder		
Player	Oh you already woke up. But why do you care about it? It doesn't affect us in any way		5	p_5_woke_up	Placeholder		
Bob	"It does affect us, they were the ones that made the country get into this shit state."		5	b_5_affect	Placeholder		
END							
							
CONVERSATION	Violet wakes up		5				
Violet	*Good morning*		5	v_5_good	Placeholder		
Player	Oh yeah thats a good way that we can use to comunicate		5	p_5_communicate	Placeholder		
END							
							
CONVERSATION	Scavenging comment						
Player	"So okay, we are in dire need for supplies and the weather got better so we are going to need to scavenge a gas station that is nearby"		5	p_5_scavenge	Placeholder		
					Placeholder		
IF	Violet						
Violet	"*I should go, maybe there's something there that I can scrap for us to re-use*"		5	v_5_go	Placeholder		
ENDIF							
IF	BOB						
Bob	Okay! sounds like a interesting task		5	b_5_go	Placeholder		
ENDIF							
IF	Jessica						
Jessica	"I should stay here, I cannot do much"		5	j_5_go	Placeholder		
ENDIF							
END							
							
CONVERSATION	Making choice to who to send		5				
IF	Violet						
CHOICE	Violet scavenging day 5						
Player	"Violet, you're up for the job"		5	p_5_violet	Placeholder		
ENDIF							
IF	Jessica						
CHOICE	Jessica scavenging day 5						
Player	I think Jessica should go		5	p_5_jessica	Placeholder		
ENDIF							
IF	BOB						
CHOICE	Bob scavenging day 5						
Player	"Bob, you're going"		5	p_5_bob	Placeholder		
ENDIF							
END							
							
CONVERSATION	Jessica scavenge day 4						
IF	BOB						
Bob	You're sending her alone to the gas station? Are you dumb? How can she help us by scavenging around the gas station?		5	b_5_dumb	Placeholder		
ENDIF							
IF	Violet						
Violet	"*This is cruel, you should let me go in her place*"		5	b_5_cruel	Placeholder		
ENDIF							
Jessica	I cant go alone!		5	j_5_alone			
CHOICE	Send Jessica day 5						
Player	I'm sure		5	p_5_sure	Placeholder		
CHOICE	Makign choice to who to send						
Player	"Ok, let me think a bit more"		5	p_5_think	Placeholder		
END							
							
CONVERSATION	Bob scavenge day 4		5				
Bob	"Sure thing, I will bring back anything that might be useful."		5	b_5_anything_useful	Placeholder		
Violet	"*I want to go scavenge, there might be something useful that I can fix there*"		5	v_5_want_to_find_car	Placeholder		
CHOICE	Send bob day 5						
Player	"Bob should go, It's better this way"		5	p_5_bob_should_go	Placeholder		
CHOICE	Makign choice to who to send						
Player	"Ok, let me think a bit more"			p_5_think	Placeholder		
END							
							
CONVERSATION	Violet scavenge day 4		5				
Violet	*Thumbs up*		5	v_5_thumbs	Placeholder		
Bob	"Fine by me, it seems she can handle well on her own"		5	b_5_violet	Placeholder		
CHOICE	Send violet day 5						
Player	"violet should go, It's better this way"		5	p_5_bob_sure	Placeholder		
CHOICE	Makign choice to who to send						
Player	"Ok, let me think a bit more"		5	p_5_think	Placeholder		
END							
							
CONVERSATION	Kicking someone out		5				
Player	"I'm sorry, but I don't think we have enough resources to keep everyone around. There's just too many people in here."		5	p_5_resources	Placeholder		
IF	Jessica						
Jessica	What do you mean? Kick someone out?		5	j_5_comment	Placeholder		
ENDIF							
Player	Someone has to go.		5	p_5_go	Placeholder		
IF	Bob						
Bob	"I trust your judgement. This is war, and there really isn't enough to go around."		5	b_5_judgment	Placeholder		
Bob	"If it was up to me, I'd rather stick with Violet."		5	b_5_violet	Placeholder		
ENDIF							
IF	Jessica						
Jessica	"You aren't really going to kick someone out, are you? It's freezing out there!"		5	j_5_freezing	Placeholder		
ENDIF							
IF	CAR						
Violet	*if you wanted me to go i could find somewhere else to stay*		5	v_5_okay	Placeholder		
ENDIF							
IF	!CAR && Violet						
Violet	*if it has to be someone it should be jessica*		5	b_5_jessica	Placeholder		
END							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
//	Move this section further down as needed						
//	Day 7						
CONVERSATION	Check TV		7				
TV	REVOLUTIONARIES ARE SUBJECT TO BEING SHOT ON SIGHT. COMPLY WITH ALL INSTRUCTIONS FROM THE BRASNIAN MILITARY. BORDER CHECKPOINTS TO OPEN TOMORROW IN THE NORTH.		7	tv7	DRAFT	NONE	
END							
							
							
CONVERSATION	Check Radio		7				
Radio	"The Brasnian conflict continues its northward push, with officials expecting fighting to reach the northern border within days. The Brasnian government has announced plans to open northern border checkpoints for refugees within the coming days."		7	r7	DRAFT	NONE	
END							
							
CONVERSATION	Check Outside		7				
Player	"It looks like the first nice day in a while. Wet, but at least there isn't massive winds."		7	p7_outside	DRAFT	NONE	
END							
							
CONVERSATION	Check Supplies		7				
Player	Running quite low now...		7	p7_supplies	DRAFT	NONE	
END							
							
							
//	"Bob, Jessica and Violet wake up and comment on the  TV"						
CONVERSATION	BJV Wake Up						
Player	The border's opening tomorrow... seems like a good opportunity to get out of here.		7	p_7_tv_comment	DRAFT	NONE	
IF	Bob						
Bob	It could be a trap - you can't trust everything the government says.		7	b_7_tv_comment	DRAFT	NONE	
ENDIF							
IF	Jessica && Bob						
Jessica	"(to Bob) It's good to have some doubt, but you can't be so cynical all the time. The war will end eventually."	Jessica responding to Bob	7	j_7_tv_comment_bob	DRAFT	NONE	
ELIF							
Jessica	I think it's a good time to get out of here. I don't want to have people shooting at me!		7	j_7_tv_comment_nobob	DRAFT	NONE	
ENDIF							
IF	Violet && HasCar						
Violet	*We can drive to the border and check it out tomorrow.*		7	v_7_tv_comment_car	DRAFT	NONE	
ELIF	Violet						
Violet	*We could try to find a car to drive there*		7	v_7_tv_comment_nocar	DRAFT	NONE	
ENDIF							
END							
							
CONVERSATION	Twins Wake Up						
Sal	*quiet* Hey... Thanks for letting us in. I feel a bit better.		7	s_7_wake_up	DRAFT	NONE	
Hal	Changing those bandages was a bitch... I was up all night.		7	h_7_wake_up	DRAFT	NONE	
Sal	Sorry.		7	s_7_sorry_wake_up	DRAFT	NONE	
Hal	"Nono, it's alright, but I think we will probably need to find some more stuff somewhere today. I looked through all the cupboards and drawers here and didn't see even any bandages. Why don't you guys have a first aid kit? What's your plan if you stub your toe?"		7	h_7_yapping_wake_up	DRAFT	NONE	
IF	Bob						
Bob	(to you) Sure talks a lot...		7	b_7_hal_yaps_wake_up	DRAFT	NONE	
ENDIF							
Player	...		7	p_7_speechless	DRAFT	NONE	
END							
